imdb_href,tmdb_id,tmdb_name,original_name,original_language,origin_country,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,first_air_date,tmdb_adult_content,tmdb_poster_path,tmdb_overview,tmdb_tagline,tmdb_genres,tv_networks,tmdb_keywords
/title/tt6110648/,80213.0,The Purge,The Purge,en,['US'],43.245,6.932,3179.0,2018-09-04,False,/9CaS2XFd0Db42grzzVBnWcSkrbg.jpg,"Set in a dystopian America ruled by a totalitarian political party, the series follows several seemingly unrelated characters living in a small city. Tying them all together is a mysterious savior whos impeccably equipped for everything the night throws at them. As the clock winds down with their fates hanging in the balance, each character is forced to reckon with their pasts as they discover how far they will go to survive the night.",Surviving the night is just the beginning.,"Mystery, Crime, Drama",USA Network,based on movie
/title/tt1734135/,68267.0,Trollhunters: Tales of Arcadia,Trollhunters: Tales of Arcadia,en,['US'],41.578,8.5,945.0,2016-12-23,False,/9VZmMzINVdO3ZYGsKItU39pNO2l.jpg,"After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds.",,"Family, Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",Netflix,"trolls, tales of arcadia"
/title/tt0106168/,3772.0,"Walker, Texas Ranger","Walker, Texas Ranger",en,['US'],44.958,7.035,427.0,1993-04-21,False,/lldKpGEOlHJXMkb1pi7s7xCExmX.jpg,"Modern-day Texas Ranger, Cordell Walker's independent crime-solving methods have their roots in the rugged traditions of the Old West. Walker's closest friend is former Ranger, C.D. Parker, who retired after a knee injury, and now owns ""C.D.'s,"" a Country/Western saloon/restaurant. Rookie Ranger, James ""Jimmy"" Trivette is an ex-football player who bases his crime-solving methods on reason and uses computers and cellular phones. Alex Cahill is the Assistant DA who shares a mutual attraction with Walker, but often disagrees with his unorthodox approach to law enforcement.",,"Action & Adventure, Drama",CBS,"southern usa, texas, texas ranger, ex soldier"
/title/tt6025022/,84200.0,Justice League Unlimited,Justice League Unlimited,en,['US'],29.838,8.302,670.0,2004-07-31,False,/8PY0OZ1xUbguPipb0a1uL6mg5Ka.jpg,"Justice League Unlimited is an American animated television series that was produced by Warner Bros. Animation and aired on Cartoon Network. Featuring a wide array of superheroes from the DC Comics universe, and specifically based on the Justice League superhero team, it is a direct sequel to the previous Justice League animated series.",,"Animation, Action & Adventure",Cartoon Network,"dc comics, superhero team"
/title/tt0465316/,19544.0,Afro Samurai,Afro Samurai,en,['US'],13.709,7.313,211.0,2007-01-04,False,/1wif9a57obZA5N1UujiluoUahkI.jpg,"In a futuristic Japan where conflicts are settled by the sword, Afro Samurai must avenge his father's murder by challenging a powerful warrior.",,"Animation, Action & Adventure, Drama",Spike,"japan, fireworks, anger, 武士阿非：复活"
/title/tt2393813/,47318.0,Graceland,Graceland,en,['US'],19.684,7.2,101.0,2013-06-06,False,/oX3Hp4snTJH1chqnC8La0MkJJlZ.jpg,"In Southern California, a beachfront property was seized and turned into a residence for undercover cops. They are all top agents of the DEA, FBI, and Customs and they are living in this house unofficially known as ""Graceland"". Coming of a new graduating at the top of his class, FBI rookie, Mike Warren, could make the life of a legendary FBI agent Paul Briggs and the others, more complicated or it could reveal the truth. It is based upon actual events.",,"Crime, Drama, Action & Adventure",USA Network,"drug dealer, california, undercover agent, undercover, fbi, co-workers relationship, criminal, criminal investigation"
/title/tt0108783/,1719.0,Gargoyles,Gargoyles,en,['US'],25.736,8.122,352.0,1994-10-24,False,/yDTZYbiRUapeWRJL6EU3ZtLUAYA.jpg,"In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle. In present day, David Xanatos buys the castle and moves it to New York City. When the castle is attacked the gargoyles are awakened from a 1000 year curse.",,"Animation, Sci-Fi & Fantasy, Action & Adventure","ABC, Syndication",gargoyle
/title/tt7745956/,79732.0,She-Ra and the Princesses of Power,She-Ra and the Princesses of Power,en,['US'],21.758,8.6,662.0,2018-11-13,False,/o2yXOaHIDivBgX2rskW7yrN8pKk.jpg,"In this reboot of the '80s series, a magic sword transforms an orphan girl into warrior She-Ra, who unites a rebellion to fight against evil.",A hero will rise.,"Animation, Kids, Sci-Fi & Fantasy",Netflix,"transformation, betrayal, female soldier, destiny, lgbt, female hero, reboot, friend turned enemy"
/title/tt10323338/,89393.0,9-1-1: Lone Star,9-1-1: Lone Star,en,['US'],255.851,8.046,861.0,2020-01-19,False,/3bV3trdMZqQOpHEjClrogw8TJzw.jpg,"Nearly 20 years ago, Owen Strand was the lone survivor of his Manhattan firehouse on 9/11. In the wake of the attack, Owen had the unenviable task of rebuilding his station. After a similar tragedy happens to a firehouse in Austin, Owen, along with his troubled firefighter son, T.K., takes his progressive philosophies of life and firefighting down to Texas, where he helps them start anew. On the surface, Owen is all about big-city style and swagger, but underneath he struggles with a secret he hides from the world - one that could very well end his life.",Tough enough for Texas.,"Drama, Action & Adventure, Crime",FOX,"spin off, austin, texas, firefighter, fire rescue"
/title/tt4276624/,71340.0,Krypton,Krypton,en,['US'],24.077,7.192,404.0,2018-03-21,False,/uiinjmSkka6JOrk4FsZmrjlNM26.jpg,"Set two generations before the destruction of the legendary Man of Steels home planet, Krypton follows Supermans grandfather  whose House of El was ostracized and shamed  as he fights to redeem his familys honor and save his beloved world from chaos.",There's more to the legend.,"Action & Adventure, Drama, Sci-Fi & Fantasy",Syfy,"based on comic, alien planet"
/title/tt0325547/,16830.0,Hellsing,ヘルシング,ja,['JP'],27.799,8.0,396.0,2001-10-10,False,/xA3wsLJzj6XnvuryerPBPwoQodH.jpg,"Vampires exist. It is the duty of Hellsing, an organization sponsored by the British government, to hide that frightening fact and protect the blissfully unaware populace. Along with its own personal army, Hellsing also has a few secret weapons. Alucard, an incredibly powerful vampire, has been controlled by Hellsing for years. Although he dislikes being a servant to the Hellsing family, he certainly enjoys his job as Hellsings vampire exterminator. Seras is a fledgling vampire and a former police woman. Although reluctant to embrace her new self, she is still a valuable member of the organization. Integra Hellsing, the current leader, is usually fully capable of fulfilling her duty, but lately, vampire activity has been on the rise. Unfortunately, the cause is more alarming than anything she could have imagined...","In the name of God, impure souls of the living dead shall be banished into eternal damnation. Amen.","Action & Adventure, Animation, Mystery, Sci-Fi & Fantasy",Fuji TV,"london, england, police, vampire, christianity, shapeshifting, anti hero, supernatural, secret organization, gore, vampire hunter (slayer), religion, gunfight, zombie, based on manga, extrasensory perception, dark fantasy, seinen, anime"
/title/tt7431994/,74823.0,The Pit,Çukur,tr,['TR'],58.95,7.972,53.0,2017-10-23,False,/fBXDSBDw5Zug6E2xTB265LzYVKz.jpg,"When a mafia family named Koovars are in danger of losing control of their neighborhood, The Pit, their youngest son must come back home, a place he could never truly escape.",,"Crime, Action & Adventure, Drama",Show TV,
/title/tt0160904/,4046.0,Spooks,Spooks,en,['GB'],31.603,7.66,97.0,2002-05-13,False,/5kODxCYihuM49oQWke6GfHdsRT6.jpg,"Tense drama series about the different challenges faced by the British Security Service as they work against the clock to safeguard the nation. The title is a popular colloquialism for spies, and the series follows the work of a group of MI5 officers based at the service's Thames House headquarters, in a highly secure suite of offices known as The Grid.",It's a fine line between safety and terror. Meet the rulers.,"Drama, Action & Adventure, Crime",BBC One,"england, spy, mi5"
/title/tt7053188/,76773.0,Station 19,Station 19,en,['US'],197.774,8.27,1282.0,2018-03-22,False,/lcuCED5Ky2uM5VE6wILOwt5FEb0.jpg,"A group of heroic firefighters at Seattle Fire Station 19from captain to newest recruitrisk their lives and hearts both in the line of duty and off the clock. These brave men and women are like family, literally and figuratively, and together they put their own lives in jeopardy as first responders to save the lives of others.",Courage under fire.,"Drama, Action & Adventure",ABC,"fire brigade, seattle, usa, firefighting, spin off, firefighter"
/title/tt8425532/,79588.0,Pennyworth: The Origin of Batman's Butler,Pennyworth: The Origin of Batman's Butler,en,['US'],30.208,7.995,280.0,2019-07-28,False,/mEHMfWe7pCWMelEkdrtRvVULopT.jpg,"The origin story of Bruce Wayne's legendary butler, Alfred Pennyworth, a former British SAS soldier who forms a security company in 1960s London and goes to work with young billionaire Thomas Wayne and his wife Martha, before they become Bruce Waynes parents.","Peace, love & mind control.",Drama,"Epix, HBO Max","based on comic, 1960s, origin story"
/title/tt7765404/,84231.0,Wayne,Wayne,en,['US'],30.204,8.25,358.0,2019-01-16,False,/z8E1ZKTDhz477wjkT9ttIRmiVOc.jpg,"In this gritty and sometimes bloody tale, sixteen year-old Wayne sets out on a dirt bike with his new crush Del to take back the 1978 Pontiac Trans Am that was stolen from his father before he died. It is Wayne and Del against the world.",,"Drama, Action & Adventure, Comedy",YouTube Premium,"massachusetts, stolen cars"
/title/tt0101076/,3319.0,Darkwing Duck,Darkwing Duck,en,['US'],17.586,7.273,244.0,1991-09-08,False,/pQT955sw540PG0SOzOCfhIwznJh.jpg,"The adventures of superhero Darkwing Duck, aided by his sidekick Launchpad McQuack. In his secret identity of Drake Mallard, he lives in a suburban house with his adopted daughter Gosalyn, next door to the bafflingly dim-witted Muddlefoot family. A spin-off of DuckTales.",,"Action & Adventure, Animation, Comedy, Family, Kids","ABC, Disney Channel, Syndication","superhero, cartoon duck, children cartoon"
/title/tt3225270/,64710.0,Noragami,ノラガミ,ja,['JP'],25.368,8.373,525.0,2014-01-05,False,/7pL2wGmy92v31ceYvCVIg4ilwLr.jpg,"Hiyori Iki is a normal middle school student until she was involved in a bus accident while trying to protect a stranger. This incident causes her soul to frequently slip out of her body, and she becomes aware of the existence of two parallel worlds. Through her soul, she meets the strange, nameless god without a shrine, Yato. Yato is determined to make a name for himself out there by accepting any wishes for 5 yen, including Hiyori's to fix her body.",,"Animation, Sci-Fi & Fantasy, Action & Adventure, Comedy","BS11, Tokyo MX, MBS, TV Aichi, BS Fuji","friendship, amnesia, monster, swordplay, blackmail, shapeshifting, supernatural, bullying, revenge, tragedy, betrayal, goddess, conspiracy, religion, poverty, based on manga, spirit, super power, exorcist, gods, ghost, angst, shounen, shinto, anime, drastic change of life, deity"
/title/tt0290223/,35610.0,InuYasha,犬夜叉,ja,['JP'],118.679,8.6,1804.0,2000-10-16,False,/m7gGPZCguDU7bmVqQ2ZiSo7b9Xc.jpg,"Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.",,"Animation, Sci-Fi & Fantasy, Action & Adventure, Comedy","ANIMAX, Nippon TV, YTV","martial arts, love triangle, swordplay, magic, supernatural, time travel, romance, based on manga, demon, historical, parallel world, super power, youkai, feudal japan, shounen, anime, isekai"
/title/tt0787985/,4600.0,Robin Hood,Robin Hood,en,['GB'],16.934,6.966,87.0,2006-10-07,False,/g1UicxmKRmNMiSqpTeFrRxxkYrT.jpg,An updated series following the life of Robin Hood and his Merry Men in Sherwood forest. Together they steal from the rich and give to the poor - all the while avoiding their enemies Sir Guy of Gisborne and the Sheriff of Nottingham.,,"Drama, Action & Adventure",BBC One,"england, robin hood, vigilante, middle ages"
/title/tt1836195/,39336.0,The River,The River,en,['US'],9.156,6.608,236.0,2012-02-07,False,/8gaGHgNLckAQMwGGFoHzCc92FGj.jpg,"Wildlife expert and TV personality Emmet Cole sets course around the world with his wife, Tess, and son, Lincoln, while filming what would become one of the most popular shows in television. After he goes missing deep in the Amazon, his family, friends and crew set out on a mysterious and deadly journey to find him.",,"Action & Adventure, Drama, Mystery, Sci-Fi & Fantasy",ABC,"amazon, jungle, south america, missing person"
/title/tt1591493/,32729.0,No Ordinary Family,No Ordinary Family,en,['US'],21.356,7.067,312.0,2010-09-28,False,/2Hytyjin1oa8kwpPDTpRiEQvXpL.jpg,"After their plane crashes into the Amazon River, each member of the Powell family starts to show signs of new, unique and distinct super powers.",New powers. Instructions not included.,"Drama, Sci-Fi & Fantasy",ABC,"california, superhero, family, super power, teen superhero"
/title/tt5932548/,70484.0,Britannia,Britannia,en,['GB'],27.243,6.974,154.0,2018-01-18,False,/fjdXymXAas9NSehc6GCOHQcEM05.jpg,An epic drama set in 43AD as the Roman Imperial Army  determined and terrified in equal measure - returns to crush the Celtic heart of Britannia - a mysterious land ruled by warrior women and powerful druids who can channel the powerful forces of the underworld. Or so they say.,No one wants to be civilized.,"Drama, Sci-Fi & Fantasy, Action & Adventure",Sky Atlantic,"druid, roman army, female warrior, britannia"
/title/tt0103442/,4414.0,Highlander: The Series,Highlander: The Series,en,['US'],29.451,7.445,311.0,1992-10-03,False,/vwoWfGx0ZYvpK7gTPeen64M0QS5.jpg,"Duncan MacLeod cannot die -- he is a 400-year-old immortal, who has seen his share of humanity's history. Still, he risks his life in battle against other immortals and tries to save people from harm.",,"Sci-Fi & Fantasy, Drama, Action & Adventure",Syndication,"hero, immortality, based on movie, warrior"
/title/tt0976192/,3854.0,The Spectacular Spider-Man,The Spectacular Spider-Man,en,['US'],35.948,8.603,658.0,2008-03-08,False,/dCNxOhXT7c4lqYuRpdM3m8s9XDp.jpg,"Having spent the summer engaging common criminals with his new-found powers, not so typical 16-year-old Peter Parker must conceal his secret identity and battle super-villains in the real world as he enters his junior year of high school.",,"Action & Adventure, Animation","Disney XD, The CW","superhero, cartoon, based on comic"
/title/tt10332508/,89456.0,Primal,Primal,en,['US'],46.548,8.669,1167.0,2019-10-08,False,/jflPzxYbM4MxxCppo2AbvSbTOLm.jpg,A caveman forms a bond with a dinosaur as they struggle to survive in a hostile world.,,"Action & Adventure, Animation, Drama",Adult Swim,"survival, prehistoric, dinosaur, caveman"
/title/tt0115378/,4303.0,Superman: The Animated Series,Superman: The Animated Series,en,['US'],25.732,7.627,256.0,1996-09-06,False,/7lhG7XSz0VkbUtXoXtUVdjDrUx6.jpg,"Superman, an incredibly powerful alien from the planet Krypton, defends Metropolis from supercriminals. Superman hides his identity behind the glasses of Clark Kent; a mild-mannered reporter for the newspaper the Daily Planet. At the Daily Planet Superman works with fellow reporter Lois Lane and photographer Jimmy Olsen.",,"Animation, Action & Adventure, Sci-Fi & Fantasy",The WB,super power
/title/tt10405370/,93870.0,SAS: Rogue Heroes,SAS: Rogue Heroes,en,['GB'],7.954,7.66,47.0,2022-10-30,False,/qEaxiDrPaTY34eIg6naXMfM2IKC.jpg,"The dramatised account of how the worlds greatest Special Forces unit, the SAS, was formed under extraordinary circumstances in the darkest days of World War Two.",Who dares wins.,"Drama, War & Politics",BBC One,"cairo, world war ii, special air service (sas)"
/title/tt0387736/,,,,,,,,,,,,,,,,
/title/tt0076984/,501.0,Battlestar Galactica,Battlestar Galactica,en,['US'],26.922,7.051,177.0,1978-09-17,False,/27jl4H9PauenZlmVBbOO1pr1lGf.jpg,"When the 12 Colonies of Man are wiped out by a cybernetic race called the Cylons, Commander Adama and the crew of the battlestar Galactica lead a ragtag fleet of human survivors in search of a ""mythical planet"" called Earth.",The Last Battlestar Galactica Leads a Rag Tag Fugitive Fleet on a Lonely Quest for a Shining Planet Known as...Earth.,"Sci-Fi & Fantasy, Drama",ABC,"space opera, cybernetic"
/title/tt2758770/,61923.0,Star vs. the Forces of Evil,Star vs. the Forces of Evil,en,['US'],89.876,8.405,1192.0,2015-01-18,False,/dKFL1AOdKNoazqZDg1zq2z69Lx1.jpg,"Intergalactic warrior Star Butterfly arrives on Earth to live with the Diaz family. She continues to battle villains throughout the universe and high school, mainly to protect her extremely powerful wand, an object that still confuses her.",,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy","Disney XD, Disney Channel","princess, magic, multiple dimensions"
/title/tt6510950/,71146.0,Condor,Condor,en,['US'],33.423,7.044,182.0,2018-06-06,False,/28cIK70tN2t4gPTV8CBQZED1H2G.jpg,"Young CIA analyst Joe Turner has his idealism tested when he learns that the CIA has been using an algorithm he developed to spy on American citizens, leading the organization to a terrorist plot that threatens the lives of millions.  Inspired by Sydney Pollacks 1975 political thriller Three Days of the Condor.",Truth is the first victim.,"Crime, Drama","Epix, Audience, C More","cia, government conspiracy, political thriller"
/title/tt0962826/,12598.0,Black Lagoon,BLACK LAGOON,ja,['JP'],33.78,8.008,324.0,2006-04-09,False,/PTmMkCIMZ8m0Dc1FtEkVRZ12r3.jpg,"The story follows a team of pirate mercenaries known as the Lagoon Company, that smuggles goods in and around the seas of Southeast Asia in the early to mid 1990s. Their base of operations is located in the fictional harbor city of Roanapur in southeast Thailand near the border of Cambodia.",,"Action & Adventure, Animation, Drama, Crime","Sun TV, Chiba TV","bounty hunter, smuggling (contraband), mercenary, arms dealer, femme fatale, outlaw, revenge, female yakuza, mafia, gunfight, pirate, terrorism, tropical island, female gunfighter, seinen, ship's crew, criminal organization, anime, drastic change of life"
/title/tt0085106/,14141.0,V,V,en,['US'],27.213,7.7,808.0,1983-05-01,False,/2VmmcG4CwPal1ixXcEMOGnb1jLc.jpg,"Fifty spaceships, each three miles across, hover ominously above Earth's major cities. The Visitors that emerge are humanlike in appearance and extend the hand of friendship. Our planet's resources are just what these aliens need to survive. And for its future survival, unsuspecting humankind will need... a miracle!",Humankind's last stand.,"Action & Adventure, Drama, Sci-Fi & Fantasy",NBC,"spacecraft, resistance, alien, cover-up, extraterrestrial, miniseries, alien invasion, mother ship, reptilian"
/title/tt5497534/,,,,,,,,,,,,,,,,
/title/tt9458304/,83100.0,Dororo,どろろ,ja,['JP'],48.306,8.605,989.0,2019-01-07,False,/jyFHtqYeVvc2A9nLhFGvM49xGPg.jpg,"A samurai lord has bartered away his newborn son's organs to forty-eight demons in exchange for dominance on the battlefield. Yet, the abandoned infant survives thanks to a medicine man who equips him with primitive prostheticslethal ones with which the wronged son will use to hunt down the multitude of demons to reclaim his body one piece at a time, before confronting his father. On his journeys the young hero encounters an orphan who claims to be the greatest thief in Japan.",,"Animation, Action & Adventure","TV Tokyo, BS11, Amazon","samurai, swordplay, supernatural, mythology, gore, remake, swordsman, curse, religion, poverty, torture, based on manga, demon, historical, ronin, mutilation, anti war, dark fantasy, jidaigeki, sengoku period, japanese mythology, shounen, anime, 도로로"
/title/tt6964748/,99799.0,Alex Rider,Alex Rider,en,['GB'],18.653,7.768,348.0,2020-06-04,False,/wjx8C0hlKW1CTpgs4RM5Ucxq0FW.jpg,Everything changes when Alex Rider learns that his uncle Ian has actually been killed in the line of duty as a British spy. The normal teen is approached by the head of The Department and pressured to help investigate his uncle's death. Alex reluctantly assumes a new identity and goes undercover in a remote boarding school called Point Blanc.,"Ordinary teen, extraordinary spy, reluctant hero.","Drama, Action & Adventure","Amazon, IMDb TV, IMDb TV","spy, teenage hero, teen spy, based on young adult novel"
/title/tt1626038/,33623.0,The Avengers: Earth's Mightiest Heroes,The Avengers: Earth's Mightiest Heroes,en,['US'],49.046,8.214,592.0,2010-10-20,False,/vhgNwUBjkT1I8cCreEwVyuYM5xO.jpg,"When the powers of a single hero are not enough to save the world, the worlds greatest heroesIron Man, Thor, Captain America, The Hulk, Ant-Man/Giant Man and Waspassemble to form the Avengers.",,"Action & Adventure, Animation, Sci-Fi & Fantasy, Family",Disney XD,"superhero, superhero team"
/title/tt0098924/,2720.0,TaleSpin,TaleSpin,en,['US'],24.246,7.141,131.0,1990-09-09,False,/gObO6CMSRbQNehvJyF4CwOHC5VI.jpg,Baloo the Bear stars in an adventurous comedy of love and conflict with his friend Kit Cloudkicker. Rebecca Cunningham and her daughter Molly purchase Baloo's failing company and Baloo must fly transport runs to clear his debt while dodging Don Karnage and his sky pirates.,,"Family, Animation, Kids","Disney Channel, Syndication","pilot, cartoon bear"
/title/tt0203082/,129151.0,Samurai X: Trust & Betrayal,るろうに剣心 追憶編,ja,['JP'],11.391,7.8,35.0,1999-02-20,False,/qHxbWWtv60umBTvl5gYANkP09At.jpg,"In the era of Japan's Meiji Restoration, an assassin regains his humanity.","Ruthless hands, gentle heart.",Animation,,anime
/title/tt7197684/,73671.0,Suburra: Blood on Rome,Suburra,it,['IT'],28.458,7.408,142.0,2017-10-06,False,/ri1WF0vxDfJcUW8iNUOu8OsmVeJ.jpg,"In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",Only Rome is eternal.,"Crime, Drama",Netflix,cosa nostra
/title/tt3114390/,60728.0,KILL la KILL,キルラキル,ja,['JP'],29.441,8.314,368.0,2013-10-04,False,/4F1WtP3dFIwLPOfa3u29VEVnNkf.jpg,"Honnouji Academy is forcefully ruled by the iron-fisted control of its student council and its president, Satsuki Kiryuuin. Transfer student, Ryuuko Matoi, arrives on campus carrying a giant sword, that is actually half of a scissor. She is looking for the woman who holds the other half of her sword who killed her father. It is said that Satsuki Kiryuuin knows the identity of the killer but when Ryuuko confronts her she is beaten by the student council and their powerful ""goku uniforms"" whom she cannot match in strength. However, once Ryuuko receives her own ""Kamui"" by the name of Senketsu , the odds are lifted in her favor.",,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",MBS,"fight, clothing, school, schoolgirl, caste system, anime, original"
/title/tt1639109/,42942.0,Angel Beats!,エンジェルビーツ!,ja,['JP'],21.312,7.959,308.0,2010-04-03,False,/wz1PuXrg5ERQvyXKex3cGDie2hj.jpg,"Angel Beats takes place in the afterlife and focuses on Otonashi, a boy who lost his memories of his life after dying. He is enrolled into the afterlife school and meets a girl named Yuri who invites him to join the Afterlife Battlefront  an organization she leads which fights against God. The Battlefront fight against the student council president Angel, a girl with supernatural powers.",,"Animation, Comedy, Drama, Sci-Fi & Fantasy, Action & Adventure","Tulip Television, CBC, BS11, MBS, TBS","rebellion, high school, friendship, martial arts, amnesia, afterlife, angel, romance, tragedy, school, gunfight, art, fighting, tragic past, death, fantasy world, school life, life after death, seinen, anime, absurdist"
/title/tt8042500/,86550.0,Y: The Last Man,Y: The Last Man,en,['US'],29.526,7.092,207.0,2021-09-13,False,/xcqV8XIAP6vhFFNW2ICV6a0qIJ2.jpg,Traverse a post-apocalyptic world in which a cataclysmic event decimates every mammal with a Y chromosome but for one cisgender man and his pet monkey. Follow the survivors in this new world as they struggle with their efforts to restore what was lost and the opportunity to build something better.,The future will be one of a kind.,"Sci-Fi & Fantasy, Drama",Hulu,"based on comic, last man on earth"
/title/tt7942796/,79593.0,Magnum P.I.,Magnum P.I.,en,['US'],93.945,7.771,223.0,2018-09-24,False,/srJGLcgZqjo6Ojt62IbGaO8TurC.jpg,"Thomas Magnum, a decorated former Navy SEAL who, upon returning home from Afghanistan, repurposes his military skills to become a private investigator in Hawaii taking jobs no one else will with the help of fellow vets T.C. Calvin and Rick Wright, and the former MI:6 agent Higgins.",He’ll have you at aloha.,Action & Adventure,"NBC, CBS","hawaii, remake, private investigator, reboot, military veteran"
/title/tt0791205/,1097.0,Ergo Proxy,エルゴプラクシー,ja,['JP'],15.837,7.67,233.0,2006-02-25,False,/ctq3DBf7t3qtgVPlm8CO2x1Zj4v.jpg,"In a futuristic world almost barren of life, mankind is confined to mechanized domed cities where A.I.s control all aspects of life. In this world, humans are no longer born, they are manufactured in a production line; and alongside them live androids known as autoreivs. Within one of these domed sanctuaries named Romdeau lives Re-l Mayer, one of a few citizens who arent entirely prevented from thinking. Her grandfather's prominent position and the affection of the scientist Daedalus have left her more free will than is normally allowed, but Re-l has started to question the sanctity of the city and the citizens' perfect way of life. With mysterious beings known as proxies causing havoc and a man named Vincent causing great influence on her life, Re-l must travel outside of the city to find the answers she seeks and discover the mystery behind ""the awakening"".",,"Animation, Sci-Fi & Fantasy, Mystery",WOWOW Prime,"future, android, amnesia, artificial intelligence, dystopia, post-apocalyptic future, europe, greek mythology, mecha, conspiracy, cyberpunk, gunfight, ecology, gunfighter, existentialism, angst, seinen, neo-noir, anime, post-apocalyptic, ergo proxy"
/title/tt1936532/,39483.0,Major Crimes,Major Crimes,en,['US'],52.344,7.297,150.0,2012-08-13,False,/wo5GoyQMb6LTqu08zwwBeMDZaJo.jpg,Major Crimes explores how the American justice system approaches the art of the deals as law enforcement officers and prosecutors work together to score a conviction. Los Angeles Police Captain Sharon Raydor heads up a special squad within the LAPD that deals with high-profile or particularly sensitive crimes.,,"Crime, Drama",TNT,"police, los angeles, california, police investigation, lapd, major crime unit"
/title/tt0077031/,648.0,The Incredible Hulk,The Incredible Hulk,en,['US'],28.835,7.232,393.0,1977-11-04,False,/8q7uFuNuMWTWfcpnCpBuZa3KZXx.jpg,"During an experiment gone bad, radiation turns a scientist into a raging green behemoth whenever he becomes agitated. Unable to control his transformations, David Banner searches for a cure as he crosses the country, fugitive-style, with a dogged tabloid reporter on his trail.",Driven by rage. Pursued by an investigative reporter. Wanted for a murder he didn't commit. No one ever said it was easy being green.,"Sci-Fi & Fantasy, Action & Adventure, Drama",CBS,"superhero, based on comic, scientist"
/title/tt0808096/,10268.0,Primeval,Primeval,en,['GB'],37.017,7.479,262.0,2007-02-10,False,/yAnmo6Tn4CbliJRbG6aU9OvyoCe.jpg,"When strange anomalies start to appear all over England, Professor Cutter and his team must track down and capture all sorts of dangerous prehistoric creatures from Earth's distant past and near future.",,"Sci-Fi & Fantasy, Action & Adventure",ITV,"monster, dinosaur, time portal, anomaly, jurassic"
/title/tt9529546/,83095.0,The Rising of the Shield Hero,盾の勇者の成り上がり,ja,['JP'],27.016,8.595,1107.0,2019-01-09,False,/ftavpq2PJn5pyo5opJEmj8QleKD.jpg,"Iwatani Naofumi, a run-of-the-mill otaku, finds a book in the library that summons him to another world. He is tasked with joining the sword, spear, and bow as one of the Four Cardinal Heroes and fighting the Waves of Catastrophe as the Shield Hero. Excited by the prospect of a grand adventure, Naofumi sets off with his party. However, merely a few days later, he is betrayed and loses all his money, dignity, and respect. Unable to trust anyone anymore, he employs a slave named Raphtalia and takes on the Waves and the world. But will he really find a way to overturn this desperate situation?",Our regrets make us stronger.,"Animation, Action & Adventure, Sci-Fi & Fantasy, Drama",AT-X,"saving the world, based on novel or book, magic, anti hero, training, dysfunctional family, romance, betrayal, religion, sibling rivalry, dragon, parallel world, dark fantasy, seinen, anime, corrupt church, isekai"
/title/tt8303474/,78903.0,Utopia,Utopia,en,['US'],15.241,7.309,391.0,2020-09-25,False,/oMY53BtS9vOTAhKgWr2gNYyLBOw.jpg,A group of young adults who met online are mercilessly hunted by a shadowy deep state organization after they come into possession of a near-mythical cult underground graphic novel.,What have you done to earn your place in this crowded world?,"Drama, Action & Adventure, Mystery",Amazon,
/title/tt5103758/,71181.0,Troy: Fall of a City,Troy: Fall of a City,en,['GB'],14.746,6.474,96.0,2018-02-17,False,/9Pw6Vu2HXra6ird7s4GHJFUyU88.jpg,"A rich story of love, intrigue, betrayal and belonging told from the perspective of the Trojan royal family at the heart of the siege of Troy.",Love Is War,"War & Politics, Drama, Action & Adventure",BBC One,"trojan war, greek mythology, ancient world, ancient greece, historical drama, helen of troy, mythical fantasy, historical fantasy"
/title/tt8050756/,92685.0,The Owl House,The Owl House,en,['US'],254.46,8.689,1287.0,2020-01-10,False,/zhdy3PcNVE15wj1wrxn45ARZBnx.jpg,"An animated fantasy-comedy series that follows Luz, a self-assured teenage girl who accidentally stumbles upon a portal to a magical world where she befriends a rebellious witch, Eda, and an adorably tiny warrior, King. Despite not having magical abilities, Luz pursues her dream of becoming a witch by serving as Eda's apprentice at the Owl House and ultimately finds a new family in an unlikely setting.",,"Animation, Sci-Fi & Fantasy, Drama, Family, Action & Adventure, Comedy",Disney Channel,"witch, magic, school of witchcraft, apprentice, portal, children cartoon"
