name,href,lda_topic0_match_pct,lda_topic1_match_pct,lda_topic2_match_pct,lda_topic3_match_pct,lda_topic4_match_pct,lsa_topic0_cos_match,lsa_topic1_cos_match,lsa_topic2_cos_match,lsa_topic3_cos_match,lsa_topic4_cos_match,lsa_topic5_cos_match,lsa_topic6_cos_match,lsa_topic7_cos_match,lsa_topic8_cos_match,lsa_topic9_cos_match
Gotham,/title/tt3749900/,0.014616976095737191,0.014616980792626721,0.014616974338464954,0.9415331390703122,0.01461592970285899,0.20665492866408028,0.0740270980512447,-0.049591162188317855,-0.001710910297930384,-0.052073162577820915,0.046525028889868675,-0.07768210982215651,0.021346405714443222,-0.0264115146601906,-0.04794047257260794
The Falcon and the Winter Soldier,/title/tt9208876/,0.010801995706986133,0.010801999707713478,0.010801995351522091,0.9567888477437628,0.01080516149001549,0.20682888634169905,-0.06118703613251524,-0.04509838106417271,-0.005288182100895313,0.03783948947760454,0.12342716205753679,-0.0484017198537836,0.0246142659057067,-0.05650077161933803,0.013555771389632577
Arcane,/title/tt11126994/,0.01539993822040849,0.015399943688814994,0.015399935252157061,0.9384010487272093,0.015399134111410036,0.3221725836921457,-0.2669497354393516,-0.24626944972814022,0.02939504692240758,-0.0016536738803290586,0.01587060819198437,0.005281854793100347,0.017209503004885635,-0.060831689570618984,-0.038193057861721495
Agents of S.H.I.E.L.D.,/title/tt2364582/,0.010157216683029963,0.010157219993209489,0.010157215086663738,0.9593571551547301,0.010171193082366822,0.19908735156064705,-0.05436561895178551,-0.026595602627560177,-0.020194934971196853,0.04148990752508075,0.12009288087650566,-0.04876533737151584,0.027434251911811234,-0.06072894355334594,0.027917004799645758
Jessica Jones,/title/tt2357547/,0.012134060738472969,0.012134064304915468,0.012134059606305569,0.9514579628808961,0.012139852469409892,0.22044214968337159,0.03440014753480065,-0.03325658762022387,-0.0062037256415866035,-0.014789845555100798,0.07313231323415519,-0.06636238349212364,0.028852995523061795,-0.03273483687829703,-0.01690033522660628
Obi-Wan Kenobi,/title/tt8466564/,0.01341670026237372,0.013416704424982176,0.013416698105983924,0.9463336401367218,0.013416257069938336,0.17092352261373767,-0.05575131577228756,-0.056019138088853074,-0.008290486207496338,0.04727379840541891,0.13237195425644702,-0.019884189454247896,0.01471621304362623,-0.07785057490264902,0.0434547373246381
Cobra Kai,/title/tt7221388/,0.018743578067862737,0.018743584530263833,0.018743581099740322,0.9248774205741822,0.018891835727950987,0.1292671537693741,-0.03566993393834745,0.0364820509105024,-0.0009699981320736415,-0.0034608805839288414,0.027157045344636945,-0.039949613074448734,-0.01914923173949332,-0.00886197633778294,0.0096768253401823
Hawkeye,/title/tt10160804/,0.013667345985518603,0.013667351316163227,0.013667344836520053,0.9452808665709266,0.013717091290871517,0.2099183806859735,0.0014260324601105007,-0.07096656862945491,0.012620084643363078,-0.02421276817596185,0.07936473200204437,-0.07900206171585604,0.02313082398760651,-0.0757695811569745,-0.05482221933288607
24,/title/tt0285331/,0.009246887226643286,0.009246890230231626,0.009246885961440373,0.9629798916801352,0.00927944490154948,0.27183164505832613,0.04739538590655957,-0.03351604865290633,-0.012673504431930896,-0.023578166978682508,0.10696950539230111,-0.06558323244249883,0.019717223447272305,-0.009495208137534782,-0.0005417378979098639
Person of Interest,/title/tt1839578/,0.010366903833472472,0.010366907522100972,0.010366906367846917,0.9585332405302479,0.010366041746331833,0.2646477031040042,0.1237437380041502,-0.07288636181378601,-0.017572000667555994,-0.08052116660257098,0.06226681989585914,-0.08414645712994026,0.018460704347383918,-0.032289410917613094,-0.04774344645981999
"Love, Death & Robots",/title/tt9561862/,0.012707086836622427,0.012707090077102105,0.012707084708806266,0.9491621657336611,0.012716572643808082,0.3303194467531417,-0.23014269621168826,-0.16603873544150416,0.016901587303885416,0.0008916390855380847,-0.06876108133369957,0.04221921573702761,-0.011221214436368455,0.05454432928444027,0.022236792015373038
Altered Carbon,/title/tt2261227/,0.011628518967791464,0.01162852229103656,0.011628520540968504,0.9533758115612248,0.011738626638978823,0.21157898353537363,-0.032191491091080174,-0.062253404086607796,-0.06551811968399404,0.04023684483737047,0.16531242618890435,0.025024062416629723,-0.008720085532544004,-0.06056773701601071,0.12496964411846616
Fullmetal Alchemist: Brotherhood,/title/tt1355642/,0.019281734707130304,0.019281740783546344,0.019281735666915056,0.7491749217936886,0.19297986704871975,0.26149816629598027,-0.258121950604788,-0.2590455793903835,0.03843622165338452,-0.048674236990713694,-0.0795708848902553,0.10058019233143874,0.04352477947566072,0.0549578599921445,-0.0002601594967585569
Rome,/title/tt0384766/,0.013601070030178625,0.013601074605840632,0.013601067650007811,0.9455964191925763,0.013600368521396596,0.17959137478880202,-0.02899826674725178,0.059568497662937515,0.00624331636532321,0.011714526798983275,0.10055122071365648,0.05722851341034854,0.11367606986638587,-0.029827947611724533,-0.016794132652749993
She-Hulk: Attorney at Law,/title/tt10857160/,0.013866645107944985,0.013866645653135268,0.013866639489255407,0.9445334794770401,0.013866590272624223,0.16255759465623842,-0.05055976420708865,0.007912007261975107,0.00233174917569599,0.012592877729176428,0.061995027053083136,-0.05596982337817719,-0.002667649985588154,-0.04601763631274751,0.009114915112147324
Battlestar Galactica,/title/tt0407362/,0.01081590962838492,0.010815913563533529,0.01081590732107701,0.9567350732898992,0.010817196197105318,0.19822479133973456,-0.05577701425784141,-0.046918266646822075,-0.028894771448103512,0.07086922830235752,0.16383206836650444,-0.015808538082299876,0.014249553969565948,-0.09306953995806619,0.08247298666603976
One Punch Man,/title/tt4508902/,0.013484148230780507,0.013484152760043258,0.013484151275472565,0.8337883125806819,0.12575923515302181,0.3338324110820556,-0.30128146772902437,-0.17264152088335333,0.056031227530266015,-0.08161412441312921,-0.20005171383416698,0.13861434289949684,-0.011055530518096872,0.1809264624492383,0.07131456522584248
The Book of Boba Fett,/title/tt13668894/,0.017679224975704278,0.017679230693671114,0.017679221852842993,0.9292743355050289,0.01768798697275274,0.16959864699422206,-0.06616466263745445,-0.08266457945903014,-0.021938104197387207,0.03831404653690333,0.1502993233997579,-0.027828752046695805,0.006230939920874551,-0.11024444327014099,0.0473195969632793
Archer,/title/tt1486217/,0.014315037200171155,0.014315042437866861,0.014315034764963427,0.9427251549817424,0.014329730615256277,0.2281669664521009,-0.13807713351513295,0.022109581800630225,0.025511640366902073,-0.030437843928341,-0.03325228302369761,-0.03671265923064353,-0.05328836481008587,0.014329298943789747,0.03864879960840055
Teen Wolf,/title/tt1567432/,0.014730134161442424,0.014730137868012338,0.014730135211192498,0.9410791269575364,0.014730465801816367,0.17316616762535153,-0.03174322216493539,-0.004542421313417632,-0.07695238869274444,0.10780740218821948,0.05546131131391277,-0.04791691440150942,0.015227328608092726,0.020462047107128296,-0.09649889658781712
NCIS,/title/tt0364845/,0.024987473643085654,0.024987481154373735,0.0249874708624396,0.9000481186027068,0.024989455737394247,0.10459102471441065,0.037825775476544324,-0.023670834022785917,-8.328412689963785e-05,-0.0312560615031087,0.02952460950019022,-0.04525858820905539,0.011612425628244855,-0.014582846957243099,-0.02129947137065144
Buffy the Vampire Slayer,/title/tt0118276/,0.015806525434046564,0.015806531490848093,0.01580652232968196,0.9366838834071041,0.015896537338319403,0.11194173458567891,-0.023089450447287923,0.001548374920603006,-0.034082428896977414,0.06259941605556621,0.03361632400994549,-0.02193572874743297,0.011635178653345925,0.010534707496479077,-0.013842056737231736
Invincible,/title/tt6741278/,0.012399777681371404,0.012399782210596092,0.012399777086391237,0.9504017424007792,0.012398920620862022,0.26134534260507447,-0.17126080412358785,-0.1629980923027578,0.007596994870377015,-0.0060023867212004485,0.03156796880188611,-0.0034277651264115745,0.020228413724789823,-0.04716736480405277,0.007346358925589627
The Last Kingdom,/title/tt4179452/,0.013181969316546189,0.013181969878748001,0.013181964642735333,0.9472708499118483,0.013183246250122191,0.2287484970862474,-0.03195301776298752,-0.06423504873706522,0.02994661126409336,0.05188051201209324,0.1400177796913583,-0.015295910192811074,0.06259726604882883,-0.030757813596945925,-0.017834783161234668
Jack Ryan,/title/tt5057054/,0.012109842395338808,0.012109846982023668,0.012109840228326698,0.9515617517555804,0.012108718638730436,0.23736119627620725,0.02110447834164455,-0.05471687154024241,-0.08248690269381626,-0.07608107530765083,0.28741620619522346,0.05882909473438361,-0.11176767298902983,0.11532435544368781,-0.026550696792751516
Chuck,/title/tt0934814/,0.012844716347747875,0.012844720133134898,0.01284471433583794,0.9486197218943987,0.012846127288880602,0.20327754052511607,-0.05547253283455661,0.06719116291375893,-0.009137810795906138,-5.522365211443269e-05,0.048754914642638585,-0.06887588439611517,-0.0312705623069208,-0.020858290952508147,0.03700862246009562
Spartacus: Gods of the Arena,/title/tt1758429/,0.029422238037338424,0.02942224588274573,0.029422234087689476,0.8823128582168104,0.029420423775415882,0.23174767198572563,-0.08488647747382488,-0.18065257879073576,0.13795001793445358,0.02958282883647289,0.24678229344087765,-0.2913178875818484,0.413968217044891,0.13773706420050014,0.07631564295632347
One Piece,/title/tt0388629/,0.016335366504256578,0.01633537177728892,0.016335364486111628,0.8441525859862988,0.10684131124604396,0.33404169267061656,-0.32963700463434276,-0.3132855286413988,0.049832324926254154,-0.05243884156836395,-0.12038065309350178,0.12866602755973372,0.04779350585007608,0.06746358501638347,0.02654134668747489
Dragon Ball Z,/title/tt0214341/,0.01700238066972679,0.017002386868415154,0.017002377069094472,0.8540993089763314,0.0948935464164323,0.23285624077685965,-0.22088225857633964,-0.1973476345346323,0.030722097679576378,-0.02472423710938632,-0.03995272571660315,0.06958339662942166,0.04781919984596664,0.014777388057903957,0.0010493511756789395
Reacher,/title/tt9288030/,0.015111681068167506,0.015111684556970525,0.015111679612595462,0.93955418073205,0.015110774030216493,0.36923398866060886,0.21355289082941786,-0.1851929505491521,0.02442862727947102,-0.19930223491769783,0.03572238114311872,-0.14470122658381307,0.03516609507477375,-0.05706973100608567,-0.20312742274068227
Naruto: Shippuden,/title/tt0988824/,0.02254812700636154,0.02254813562277551,0.022548127311794144,0.663758537613726,0.2685970724453427,0.12835467625845415,-0.11409446890230829,-0.09784811060168871,0.018476580423905972,-0.018893575588530283,-0.06345464102703274,0.08115999830468822,0.02918191119398498,0.07442210394750882,0.030798504782380234
Luke Cage,/title/tt3322314/,0.014738464128021992,0.014738468895617375,0.01473846405635077,0.941038807454827,0.014745795465182756,0.1930356165015884,0.03958741173454143,-0.04701518739407318,0.011604491476523109,-0.022856355171771956,0.06117260316905804,-0.061440252928590885,0.017598622030054765,-0.034881696145522,-0.036732077282648976
Iron Fist,/title/tt3322310/,0.017173095894486578,0.01717310090643978,0.017173093278286835,0.9312907414707502,0.01718996845003668,0.18755025907755843,0.004322531847390903,-0.07683742433774207,0.006671848717074422,-0.01807573315293707,0.07935682944016681,-0.06753980283457674,0.028348486118366927,-0.07206027332714966,-0.050475956304740666
Andor,/title/tt9253284/,0.013326011971005303,0.013326016065141801,0.013326009971735463,0.9466969297913751,0.013325032200742323,0.18510049028986209,-0.0697622859297871,-0.07551859330503685,-0.013484315887184337,0.019869743985798403,0.12849054607853447,-0.04847237467718398,0.027675237983570026,-0.07935804058433343,-0.019822256526436294
Smallville,/title/tt0279600/,0.013985005015326773,0.013985009906375526,0.013985003619819941,0.9440527434066489,0.013992238051828853,0.1458669368263458,-0.042392033121539496,-0.02446180913936393,-0.011402468023910386,0.022904910363901097,0.06691670313197166,-0.031071339002732918,0.02222831298885356,-0.036356158113798206,0.010921058984444081
Star Trek: Discovery,/title/tt5171438/,0.01377773636918163,0.01377774049712028,0.01377773410235436,0.9448837552538415,0.01378303377750214,0.16129117808425744,-0.046871069495843784,-0.0309032927153456,-0.01570170286626481,0.04800097351387165,0.10638955901411595,-0.03676332970513066,0.02028864949761135,-0.06445113585866442,0.027715056317873903
Supergirl,/title/tt4016454/,0.01349129138417383,0.013491296049971235,0.013491289414713243,0.9460154630739588,0.013510660077182967,0.16598371787180558,-0.04064918198179289,-0.046853220358973525,-0.013872378666535802,0.015669806581467292,0.098191576300757,-0.044644592429270887,0.023572129119274882,-0.06188385355115916,-0.0105936108760398
The Legend of Korra,/title/tt1695360/,0.015422070412874033,0.015422076558459603,0.015422078928226989,0.9379896746462901,0.01574409945414922,0.1667139608709843,-0.09784532803688578,-0.06829068814963724,0.0058242538417011885,0.010903058747026765,0.01755122515860578,0.005198646509185149,0.019706717824260773,-0.011257180307609638,0.008911925031118843
Star Trek: The Next Generation,/title/tt0092455/,0.014978453797654336,0.014978458501934805,0.014978450369336708,0.9400840378098044,0.014980599521269738,0.14389657757020854,-0.04267967386299354,-0.03017233748439328,-0.020967956010435454,0.04564422868063055,0.10905745054684535,-0.022571551331715407,0.010744178323688701,-0.06745837012454217,0.06320096962957367
Cowboy Bebop,/title/tt0213338/,0.016688383332966853,0.016688389755242613,0.016688391159043928,0.9054047410849888,0.04453009466775779,0.18463716524303384,-0.1501633725556443,-0.13521423815338257,0.02210097077247483,-0.01620255640587321,-0.0603938754237388,0.08059731402024513,0.026897352262834344,0.0651494232453498,0.04206126819482286
Killing Eve,/title/tt7016936/,0.009688223821767709,0.009688227605043145,0.009688221658114234,0.9612479934214738,0.009687333493601045,0.22056113790248627,-0.03382801052202166,-0.017259457085999685,-0.0315131345055488,0.009397906798300793,0.1353080233410514,-0.023416617122337283,0.005331603562693951,-0.024037588201572993,-0.006665509013768352
What If...?,/title/tt10168312/,0.012355689596807821,0.01235569367377745,0.012355693142375862,0.9505779027350835,0.012355020851955528,0.25418795327991517,-0.16138192931180875,-0.14091487566995786,0.010546323761283836,0.018020261514150863,0.048977578723679076,-0.011107356510591087,0.017065573828083793,-0.04607171580515122,0.008629785614915323
Peacemaker,/title/tt13146488/,0.01625490856634426,0.016209626365024977,0.01620961907151597,0.9351170340287592,0.016208811968355514,0.1670848101180464,-0.05598405567926613,0.00831216764499102,-0.004937682711229016,0.011059694764762587,0.0610588314169904,-0.05579001168335097,-0.004023669195382928,-0.041829451138337144,0.008563807488124157
The Pacific,/title/tt0374463/,0.016884486762225107,0.016884490622621165,0.016884484919524684,0.9324611095370522,0.01688542815857686,0.21844599101973483,-0.11125647312916444,-0.13541094976671147,0.00663836524409132,0.022039773040270404,0.16088310225535837,-0.06727744070585356,0.053423546737125766,-0.13449920440134652,-0.06166437286477982
Lupin,/title/tt2531336/,0.03303020907075275,0.033030215800050326,0.03303020280101308,0.8660126520838968,0.03489672024428721,0.39670123716443767,0.2472538766579081,-0.2931777610015799,0.07293671069248361,-0.29206564942020874,-0.010468155646591731,-0.16479981496720675,0.03880444114240549,-0.07379388637009827,-0.3005476668207058
Demon Slayer: Kimetsu no Yaiba,/title/tt9335498/,0.017437870926671848,0.017437876881980556,0.017437869315964544,0.6775811368860082,0.27010524598937485,0.16798882608225285,-0.15694828036477687,-0.1448486934172487,0.023471370065228033,-0.019987356864633272,-0.10527972050817654,0.11893092407926703,0.03766817766053328,0.1250545911731438,0.04223570107906061
The Defenders,/title/tt4230076/,0.01327398049147887,0.013273985203604805,0.01327398304955998,0.9468973356590774,0.013280715596278836,0.17668778427502338,0.0022121690695074345,-0.04256874568015284,-0.0010640011823015792,0.005019131403049683,0.07921046681126477,-0.0536678056410351,0.03259982043010756,-0.042435288371347815,-0.0132933766409377
Naruto,/title/tt0409591/,0.022565981072418587,0.022565989679810904,0.02256598138808672,0.6634929962168449,0.2688090516428389,0.12832531211581102,-0.11409985949975945,-0.09784081771624485,0.018473532543753293,-0.018883697058950762,-0.06347460016280432,0.0811638518815197,0.029189015236605123,0.07443580870289304,0.030785795438800855
Banshee,/title/tt2017109/,0.019257690337290086,0.01925769615907986,0.019257687524404717,0.922970712263706,0.019256213715519332,0.16741384881037907,0.08292414502115944,-0.06062716358037163,0.005953754299587196,-0.07106414476892792,0.02573202330726916,-0.06612188772854358,0.01415930489107276,-0.02298538450429554,-0.0733346106706966
The Wheel of Time,/title/tt7462410/,0.01043851877829912,0.010438521991403183,0.010438517128744215,0.9582369877956244,0.010447454305929155,0.28992230981157047,-0.12244777146959313,-0.12245321201204551,-0.03459746568742706,0.0690115316906884,0.16798351638493755,-0.07909333360639241,0.05254318820969365,-0.1103134097968767,-0.0819959920069464
Hunter x Hunter,/title/tt2098220/,0.0290034147946893,0.029003421780137824,0.029003411712815355,0.774508701771989,0.1384810499403685,0.3323921051814053,-0.36100033259872494,-0.37246624487527796,0.05472505301609226,-0.05819430661517666,-0.038040215295891355,0.05694202726352546,0.04417215948240618,-0.04900583440044545,-0.06531010680905787
Black Sails,/title/tt2375692/,0.015794464723830597,0.015794469690513114,0.01579446218857873,0.9368232070875976,0.015793396309480026,0.27102662558776247,-0.15470048338252082,-0.1873454179258495,-0.0035029096979721096,0.018234476413806537,0.20189130297916555,-0.09993174394122238,0.06081225814886522,-0.19222112685903386,-0.10071909443121209
Batman: The Animated Series,/title/tt0103359/,0.0155095988672107,0.015509602464326224,0.015509595284428947,0.9379335819459759,0.01553762143805821,0.1883104348794674,-0.11054041415397588,-0.10450260012887498,0.010824484063642186,-0.0035960971331950756,0.006250496238194558,-0.013088656949668907,0.014640571390761185,-0.023365773570998456,0.01411485485111452
Ms. Marvel,/title/tt10857164/,0.014745583338660625,0.014745588474182149,0.014745583200272836,0.9410047080404909,0.014758536946393515,0.18367814015840114,-0.07450089272914973,-0.009401911494427605,0.011375479535508418,0.018460688969946598,0.08302335695722096,-0.05803811800604055,-0.004449068833713386,-0.06566774751577696,-0.00523545370684225
DC's Legends of Tomorrow,/title/tt4532368/,0.012099210868183625,0.012099215271676391,0.012099219362089016,0.9515965072855235,0.012105847212527557,0.18893517160997755,-0.05479798930660602,-0.044527838310485846,-0.020651032609633663,0.03613771395445832,0.11085085413774182,-0.053167897596791906,0.02313804285848898,-0.06534922948035893,-0.006152516206020537
Titans,/title/tt1043813/,0.014651993655507522,0.014651996620808785,0.014651992458708279,0.9413929323593806,0.01465108490559482,0.2026954226285366,0.01049240481310495,-0.07888777883051812,-0.0040971023288056355,-0.02238573124418068,0.07528621870967682,-0.07582304452250362,0.024503332922014967,-0.06986885878213665,-0.05401400833122244
Star Wars: The Clone Wars,/title/tt0458290/,0.01562394305409892,0.01562394815981431,0.015623944578442406,0.9375006104445845,0.015627553763059694,0.1839778461726928,-0.1277004875353674,-0.11441888469497322,0.008719502224715545,0.011145013554168377,0.050495169335400714,-0.006276802444842515,0.0160066885650146,-0.04564539123376546,0.012279219298082457
Justified,/title/tt1489428/,0.011983714797753666,0.01198371956966447,0.011983712126283652,0.9520655845668714,0.011983268939426708,0.21329095471983028,0.08432088524958152,-0.029716550644042806,-0.010497951830216738,-0.04741778460055762,0.032203214932313325,-0.07083083875341235,0.017288872916561754,-0.015592283090115639,-0.03456989388064178
Shadow and Bone,/title/tt2403776/,0.011871784067031864,0.011871787834239683,0.011871782501158676,0.9524546158913823,0.01193002970618747,0.24509891440384357,-0.10530243382933999,-0.12111599477144598,-0.022211469269940432,0.06010636034930552,0.15876990325158377,-0.07355902174666687,0.046869512456144485,-0.12035243567147423,-0.08545187431305139
Adventure Time,/title/tt1305826/,0.009151438177787812,0.009151441458627254,0.009151438759406638,0.9632834561137582,0.00926222549042006,0.36058498130839933,-0.23980077015309673,-0.16955207705818579,0.007548326003017731,0.06008659468787729,0.09991596492446027,-0.05763819303843774,0.03468770996394849,-0.12330950838472507,-0.008195746608315261
Stargate SG-1,/title/tt0118480/,0.01751182878519674,0.01751183160134918,0.017511822774530304,0.9299500415048444,0.017514475334079467,0.12879762177755208,-0.03427987874003212,-0.021147909278360515,-0.028813816531401328,0.04478717864279202,0.11083061978002551,-0.016470038530598086,0.002234545593414501,-0.05977309660198608,0.0685339840949273
The Terminal List,/title/tt11743610/,0.014938747977806867,0.01493875233280008,0.014938745859749422,0.940244029745567,0.014939724084076624,0.20346673715002944,0.024523777799709087,-0.07614835408926673,-0.08455059162360799,-0.10006691303817714,0.29102709256657683,0.08419517101369603,-0.1328970573331333,0.13022825812433653,-0.04158240570065273
